ID,university names,country code
5005,Ryszard Lazarski University of Commerce and Law in Warsaw,POL
5006,School of Banking and Management in Cracow,POL
5007,Silesian Academy of Medicine in Katowice,POL
5008,Silesian School of Economics and Languages,POL
5009,Silesian Technical University of Gliwice,POL
5010,Staszic Pila College,POL
5011,"State Film, Television and Theatre Higher School ┬ôLeon Schiller┬ö in Lodz",POL
5012,"Teacher Training College of Revalidation, Rehabilitation and Physical Education",POL
5013,Technical University of Bialystok,POL
5014,Technical University of Cracow,POL
5015,Technical University of Czestochowa,POL
5016,Technical University of Gdansk,POL
5017,Technical University of Kielce,POL
5018,Technical University of Koszalin,POL
5019,Technical University of Lodz,POL
5020,Technical University of Lublin,POL
5021,Technical University of Opole,POL
5022,Technical University of Poznan,POL
5023,Technical University of Radom,POL
5024,Technical University of Rzeszow,POL
5025,Technical University of Szczecin,POL
5026,Technical University of Warsaw,POL
5027,Technical University of Wroclaw,POL
5028,Technical University of Zielona Gora,POL
5029,University of Bialystok,POL
5030,University of Finance and Management in Bialystok,POL
5031,University of Gdansk,POL
5032,University of Information Technology and Management in Rzeszow,POL
5033,University of Insurance and Banking in Warsaw,POL
5034,University of Lodz,POL
5035,University of Lower Silesia of the Association for the Advancement of Education in Wroclaw.,POL
5036,University of Management and Marketing,POL
5037,University of Opole,POL
5038,University of Silesia,POL
5039,University of Szczecin,POL
5040,University of Technology and Life Sciences,POL
5041,University of Wamia and Masuria in Olsztyn,POL
5042,University School of Physical Education,POL
5043,Walcz College,POL
5044,Warsaw School of Economics,POL
5045,Warsaw School of Information Technology,POL
5046,Warsaw School of Social Psychology,POL
5047,West Pomeranian Business School in Szczecin,POL
5048,Zachodniopomorska School of Science and Engineering,POL
5049,Al-Aqsa University,PSE
5050,Al-Azhar University of Gaza,PSE
5051,Al-Quds Open University,PSE
5052,Al-Quds University - The Arab University in Jerusalem,PSE
5053,An-Najah National University,PSE
5054,Arab American University - Jenin,PSE
5055,Bethlehem University,PSE
5056,Birzeit University,PSE
5057,Hebron University,PSE
5058,Islamic University of Gaza,PSE
5059,Palestine Polytechnic University,PSE
5060,Palestine Technical College-Dier Elbalah,PSE
5061,Palestine Technical University - Kadoorie,PSE
5062,Ummah University,PSE
5063,University College of Applied Sciences,PSE
5064,University of Palestine,PSE
5065,Academia Nacional Superior de Orquesta,PRT
5066,Escola Nautica Infante D. Henrique,PRT
5067,Escola Superior de Artes e Design,PRT
5068,Escola Superior de Hotelaria e Turismo do Estoril,PRT
5069,European University Portugal,PRT
5070,Instituto de Artes Visuais Design e Marketing - IADE,PRT
5071,Instituto Piaget,PRT
5072,Instituto Politécnico da Guarda,PRT
5073,Instituto Politécnico de Beja,PRT
5074,Instituto Politécnico de Bragança,PRT
5075,Instituto Politécnico de Castelo Branco,PRT
5076,Instituto Politécnico de Coimbra,PRT
5077,Instituto Politécnico de Leiria,PRT
5078,Instituto Politécnico de Lisboa,PRT
5079,Instituto Politécnico de Portalegre,PRT
5080,Instituto Politécnico de Santarém,PRT
5081,Instituto Politécnico de Setúbal,PRT
5082,Instituto Politécnico de Tomar,PRT
5083,Instituto Politécnico de Viana do Castelo,PRT
5084,Instituto Politécnico do Cávado e do Ave,PRT
5085,Instituto Politecnico do Porto,PRT
5086,Instituto Superior Bissaya Barreto,PRT
5087,Instituto Superior D. Afonso III - INUAF,PRT
5088,Instituto Superior de Assistentes e Intérpretes,PRT
5089,Instituto Superior de Ciências do Trabalho e da Empresa,PRT
5090,Instituto Superior de Ciências Educativas,PRT
5091,Instituto Superior de Ciências Empresariais e de Turismo,PRT
5092,Instituto Superior de Entre Douro e Vouga,PRT
5093,Instituto Superior de Gestão - ISG,PRT
5094,Instituto Superior de Informática e Gestão,PRT
5095,Instituto Superior de Línguas e Administração,PRT
5096,Instituto Superior de Paços de Brandão,PRT
5097,Instituto Superior de Psicologia Aplicada,PRT
5099,Instituto Superior de Tecnologias Avançadas - ISTEC,PRT
5100,Instituto Superior de Transportes e Comunicações,PRT
5101,Instituto Superior Novas Profissões - INP,PRT
5102,Instituto Superior Politécnico Gaya,PRT
5103,Universidade Aberta Lisboa,PRT
5104,Universidade Atlântica,PRT
5105,Universidade Autónoma de Lisboa Luís de Camoes,PRT
5106,Universidade Catolica Portuguesa,PRT
5107,Universidade da Beira Interior,PRT
5108,Universidade da Madeira,PRT
5109,Universidade de Aveiro,PRT
5110,Universidade de Coimbra,PRT
5111,Universidade de Evora,PRT
5112,Universidade de Lisboa,PRT
5113,Universidade de Tras-os-Montes e Alto Douro,PRT
5114,Universidade do Algarve,PRT
5115,Universidade do Minho,PRT
5116,Universidade do Porto,PRT
5117,Universidade dos Acores,PRT
5118,Universidade Fernando Pessoa,PRT
5119,Universidade Independente,PRT
5120,Universidade Internacional Lisboa,PRT
5121,Universidade Lusiada,PRT
5122,Universidade Lusófona de Humanidades e Technologias,PRT
5123,Universidade Moderna de Lisboa,PRT
5124,Universidade Portucalense Infante D. Henrique,PRT
5125,Universidade Tecnica de Lisboa,PRT
5127,Universidad Autónoma de Asunción,PRY
5128,Universidad Autónoma del Paraguay,PRY
5129,Universidad Católica Nuestra Senora de la Asunción,PRY
5130,Universidad Columbia del Paraguay,PRY
5131,Universidad Comunera,PRY
5132,Universidad de la Integración de las Americas (UNIDAD),PRY
5133,Universidad del Cono Sur de las Américas,PRY
5135,Universidad Metropolitana de Asunción,PRY
5136,Universidad Nacional de Asunción,PRY
5137,Universidad Nacional del Este,PRY
5138,Universidad Privada del Este,PRY
5139,Northwestern University In Qatar,QAT
5140,University of Qatar,QAT
5141,1 December University of Alba Iulia,ROU
5142,Academia de Studii Economice din Bucuresti,ROU
5143,Academia Tehnica Militara,ROU
5144,"Academy of Arts ""George Enescu"" Iasi",ROU
5145,"Academy of Music ""Georghe Dima"" Cluj-Napoca",ROU
5146,AISTEDA,ROU
5147,Babes-Bolyai University of Cluj-Napoca,ROU
5149,Constantin Brancoveanu University Pitesti,ROU
5150,Emanuel University,ROU
5151,"Institute of Architecture ""Ion Mincu"" Bucharest",ROU
5152,Maritime University Constanta,ROU
5153,National Academy for Physical Education and Sports Bucharest,ROU
5154,National School of Political and Administrative Studies Bucharest,ROU
5155,National University of Arts,ROU
5156,National University of Music,ROU
5157,National University of Theater and Film Arts,ROU
5158,North University of Baia Mare,ROU
5159,Oradea University,ROU
5160,Petru Maior University of Targu Mures,ROU
5161,Romanian-American University,ROU
5162,Spiru Haret University,ROU
5163,Targu-Mures University of Theatre,ROU
5164,Technical University of Civil Engineering Bucharest,ROU
5165,Technical University of Cluj-Napoca,ROU
5166,Technical University of Iasi,ROU
5167,Technical University of Timisoara,ROU
5168,"Universitatea de Vest ""Vasile Goldi&#351;""",ROU
5169,"University ""Aurel Vlaicu"" Arad",ROU
5170,University Lucian Blaga of Sibiu,ROU
5171,University of Agriculture and Veterinary Medicine Bucharest,ROU
5172,University of Agriculture and Veterinary Medicine Cluj-Napoca,ROU
5173,University of Agriculture and Veterinary Medicine Iasi,ROU
5174,University of Agriculture and Veterinary Medicine Timisoara,ROU
5175,University of Art and Design Cluj-Napoca,ROU
5176,University of Bacau,ROU
5177,University of Constanta,ROU
5178,University of Constanta Medical School,ROU
5179,University of Craiova,ROU
5180,University of Galatzi,ROU
5181,University of Iasi,ROU
5182,University of Medicine and Pharmacology of Oradea,ROU
5183,University of Medicine and Pharmacy of Bucharest,ROU
5184,University of Medicine and Pharmacy of Cluj-Napoca,ROU
5185,University of Medicine and Pharmacy of Iasi,ROU
5186,University of Medicine and Pharmacy of Targu Mures,ROU
5187,University of Medicine and Pharmacy of Timisoara,ROU
5188,University of Oradea,ROU
5189,University of Petrosani,ROU
5190,University of Pitesti,ROU
5191,University of Resita,ROU
5192,University of Sibiu,ROU
5193,University of Suceava,ROU
5194,University of Targu Jiu,ROU
5195,University Oil- Gas Ploiesti,ROU
5196,"University ""Petre Andrei"" Iasi",ROU
5197,University Politehnica of Bucharest,ROU
5198,"University ""Titu Maiorescu""",ROU
5199,"University ""Transilvany"" of Brasov",ROU
5200,Valahia University of Targoviste,ROU
5201,West University of Timisoara,ROU
5202,Drzavni Univerzitet u Novom Pazaru,SRB
5203,European University,SRB
5204,International University of Novi Pazar,SRB
5205,Megatrend University of Applied Sciences,SRB
5207,Privredna Akademija (Business Academy),SRB
5208,Singidunum University,SRB
5209,University of Fine Arts Belgrade,SRB
5210,University of Kragujevac,SRB
5211,University of Nis,SRB
5212,University of Novi Sad,SRB
5213,University of Priština,SRB
5214,Academy of Management and Entrepreneurship,RUS
5215,Adygeja State University,RUS
5216,Altai State Medical University,RUS
5217,Altai State Technical University,RUS
5218,Altai State University,RUS
5219,Amur State University,RUS
5220,Arhangelsk State Technical University,RUS
5221,Astrahan State Medical Academy,RUS
5222,Astrahan State Technical University,RUS
5223,Astrakhan State University,RUS
5224,Baikal National University of Economics and Law,RUS
5225,Baltic State Technical University,RUS
5226,Bashkir State Agrarian University,RUS
5227,Bashkir State Medical University,RUS
5228,Bashkir State Pedagogical University named After M. Akmullah,RUS
5229,Bashkir State University,RUS
5230,Belgorod State Agricultural Academy,RUS
5231,Belgorod State Technical University,RUS
5232,Belgorod State University,RUS
5233,Birsk State Pedagogical Institute,RUS
5234,Biysk State Padagogical University after V.M. Shukshin,RUS
5235,Bratsk State Technical University,RUS
5236,Brjansk State Technical University,RUS
5237,Burjat State University,RUS
5238,Cheljabinsk State Institute of Teacher Training,RUS
5239,Cheljabinsk State University,RUS
5240,Cheljabinsk University of Agricultural Engineering,RUS
5241,Chuvash State University,RUS
5242,Dagestan State University,RUS
5243,Don State Agrarian University,RUS
5244,Don State Technical University,RUS
5245,"Dubna International University for Nature, Society and Man",RUS
5246,East-Siberian State Institute of Culture,RUS
5247,East-Siberian State University,RUS
5248,East-Siberian State University of Technology,RUS
5249,European University at St.Petersburg,RUS
5250,Far Easten State University of Humanities,RUS
5251,Far Eastern State Technical Fisheries University,RUS
5252,Far Eastern State Technical University,RUS
5253,Far Eastern State University,RUS
5254,Far East State Transport University,RUS
5255,Finance Academy,RUS
5256,Gnesins Russian Academy of Music,RUS
5257,Gorno-Altaisk State University,RUS
5258,Gubkin Russian State University of Oil and Gas,RUS
5259,Herzen State Pedagogical University of Russia,RUS
5260,Immanuel Kant State University of Russia,RUS
5261,I.M. Sechenov Moscow Medical Academy,RUS
5262,Institute for the Economy in Transition,RUS
5263,Institute of Business and Politics,RUS
5264,Institute of Management and Economy,RUS
5265,International Banking Institute - St. Petersburg,RUS
5266,International East-European University,RUS
5267,International University of Engineering - Moscow,RUS
5268,International University of Fundamental Studies - St. Petersburg,RUS
5269,Irkutsk State Academy of Economics,RUS
5270,Irkutsk State Technical University,RUS
5271,Irkutsk State University,RUS
5272,Ivanovo State Academy of Medicine,RUS
5273,Ivanovo State Power University,RUS
5274,Ivanovo State Textile Academy,RUS
5275,Ivanovo State University,RUS
5276,Ivanovo State University of Chemistry and Technology,RUS
5277,Izhevsk State Technical University,RUS
5278,Jewish University in Moscow,RUS
5279,Kabardino-Balkarian State University,RUS
5280,Kaliningrad State Technical University,RUS
5281,Kalmyk State University,RUS
5282,Kaluga State Pedagogical University,RUS
5283,Kamchatka State University Vitus Bering,RUS
5284,Karelian State Pedagogical University,RUS
5285,Kazan State Academy of Architecture and Civil Engineering,RUS
5286,Kazan State Finance and Economics Institute,RUS
5287,Kazan State Music Conservatory,RUS
5288,Kazan State Pedagogical University,RUS
5289,Kazan State University,RUS
5290,Kazan State University of Medicine,RUS
5291,Kazan State University of Technology,RUS
5292,Kemerovo State University,RUS
5293,Khabarovsk State Academy of Economics and Law,RUS
5294,Khabarovsk State University of Technology,RUS
5295,Komsomolsk-on-Amur State Technical University,RUS
5296,Kostroma State Technological University,RUS
5297,Krasnoyarsk State Technical University,RUS
5298,Kuban State University,RUS
5299,Kuban State University of Agriculture,RUS
5300,Kuban State University of Technology,RUS
5301,Kurgan International University,RUS
5302,Kursk State Medical University,RUS
5303,Kursk State Technical University,RUS
5304,Kursk State University,RUS
5305,Kuzbass State Technical University,RUS
5306,Linguistic University of Nizhny Novgorod,RUS
5307,Lipeck State Technical University,RUS
5308,Magnitogorsk State University,RUS
5309,Marij State Technical University,RUS
5310,Marij State University,RUS
5311,Maxim Gorky Institute of Literature,RUS
5312,Mendeleev Russian University of Chemical Technology,RUS
5313,Modern Institute of Managament,RUS
5314,Modern University for the Humanities,RUS
5315,Mordovian State University,RUS
5316,Moscow External University of the Humanities,RUS
5317,Moscow International Higher Business School (MIRBIS),RUS
5318,Moscow P. I. Tchaikovsky Conservatory,RUS
5319,Moscow Power Engineering Institute (Technical University),RUS
5320,Moscow State Academy of Applied Biotechnology,RUS
5321,Moscow State Automobile and Road Technical University,RUS
5322,Moscow State Industrial University,RUS
5323,Moscow State Institute of International Relations MFA Russia (MGIMO-University),RUS
5324,Moscow State Institute of Radiotechnics,RUS
5325,Moscow State Institute of Steel and Alloys,RUS
5326,Moscow State Technical University of Civil Aviation,RUS
5327,Moscow State Textile University A.N. Kosygin,RUS
5330,Moscow State University of Civil Engineering,RUS
5331,Moscow State University of Commerce,RUS
5332,Moscow State University of Culture,RUS
5333,Moscow State University of Ecological Engineering,RUS
5334,"Moscow State University of Economics, Statistics and Informatics",RUS
5335,Moscow State University of Environmental Engineering,RUS
5336,Moscow State University of Forestry Engineering,RUS
5337,Moscow State University of Geodesy and Cartography,RUS
5338,Moscow State University of Railway Transport,RUS
5339,Moscow State University of Technology (Stankin),RUS
5340,Moscow Technical University of Informatics and Communication,RUS
5341,Moscow University Touro,RUS
5342,Murmansk State Technical University,RUS
5343,National Research University of Electronic Technology,RUS
5344,Nayanova University,RUS
5345,Nevsky Institute of Language and Culture,RUS
5346,New Economic School,RUS
5347,"NGO Vladikavkaz Institute of Economics, Management, and Law",RUS
5348,Nizhny Novgorod State Academy of Medicine,RUS
5349,Nizhny Novgorod State Architectural - Building University,RUS
5350,Nizhny Novgorod State Technical University,RUS
5351,Nizhny Novgorod State University,RUS
5352,Northern State Medical University,RUS
5353,North Ossetian State University,RUS
5354,North-West State Technical University,RUS
5355,Novgorod State University,RUS
5356,Novosibirsk State Academy of Economics and Mangement,RUS
5357,Novosibirsk State Agricultural University,RUS
5358,Novosibirsk State Medical Academy,RUS
5359,Novosibirsk State Music Academy M. Glinka,RUS
5360,Obninsk State Technical University for Nuclear Power Engineering,RUS
5361,Omsk State Agrarian University,RUS
5362,Omsk State Medicical Academy,RUS
5363,Omsk State Pedagogical University,RUS
5364,Omsk State Technical University,RUS
5365,Omsk State Transport University,RUS
5366,Omsk State University,RUS
5367,Orenburg State University,RUS
5368,Oriental University,RUS
5369,Penza State University,RUS
5370,People' s Friendship University of Russia,RUS
5372,Perm State Medical Academy,RUS
5373,Perm State Pedagogical University,RUS
5374,Perm State Pharmaceutical Academy,RUS
5375,Perm State Technical University,RUS
5376,Perm State University,RUS
5377,Petrozavodsk State University,RUS
5378,Pjatigorsk State Linguistic University,RUS
5379,Plekhanov Russian Academy of Economics,RUS
5381,Pomor State University,RUS
5382,Rostov State Medical University,RUS
5383,Rostov State University,RUS
5384,Russian Academy of Arts,RUS
5385,Russian Academy of Theatre Arts,RUS
5386,Russian Customs Academy - Vladivostok Branch,RUS
5387,Russian State Geological Prospecting University,RUS
5388,Russian State Hydrometeorological University,RUS
5389,Russian State Medical University,RUS
5390,Russian State University for the Humanities,RUS
5391,Ryazan State Pedagogical University,RUS
5392,Rybinsk State Academy of Aviational Technology,RUS
5393,Sakhalin State University,RUS
5394,Samara State Academy for Railway Transportation,RUS
5395,Samara State Academy of Architecture and Civil Engineering,RUS
5396,Samara State Aerospace University,RUS
5397,Samara State Agricultural Academy,RUS
5398,Samara State Medical University,RUS
5399,Samara State Technical University,RUS
5400,Samara State University,RUS
5401,Samara State University of Economics,RUS
5402,Samara State University of Teacher Training,RUS
5403,Saratov State Academy of Law,RUS
5404,Saratov State Agrarian University,RUS
5405,Saratov State Medical University,RUS
5406,Saratov State Socio-Economic University,RUS
5407,Saratov State Technical University,RUS
5408,Saratov State University,RUS
5409,Siberian Academy of Public Services,RUS
5410,Siberian State Industrial University,RUS
5411,Siberian State Medical University,RUS
5412,Siberian State Transport University,RUS
5413,Siberian State University of Telecommunications and Informatics,RUS
5414,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,RUS
5415,Smolensk Humanitarian University,RUS
5416,Smolensk State Medical Academy,RUS
5417,Smolny University,RUS
5418,Southern Ural State University,RUS
5419,State Maritine Academy,RUS
5420,State University of Aerospace Technologies,RUS
5421,State University of Management,RUS
5422,Stavropol State Technical University,RUS
5423,Stavropol State University,RUS
5424,Sterlitamak State Pedagogical Institute,RUS
5425,St. Petersburg Institute of Arts and Restoration,RUS
5426,St. Petersburg Institute of Sales Management and Economics,RUS
5427,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,RUS
5428,St. Petersburg State Academy for Engineering Economics (ENGECON),RUS
5429,St. Petersburg State Agrarian University,RUS
5430,St. Petersburg State Chemical Pharmaceutical Academy,RUS
5431,St. Petersburg State Cinema and TV University,RUS
5432,St. Petersburg State Conservatory,RUS
5433,St. Petersburg State Electrotechnical University,RUS
5434,St. Petersburg State Forest-Technical Academy,RUS
5435,St. Petersburg State Institute of Technology (Technological University),RUS
5436,St. Petersburg State Marine Technical University,RUS
5437,St. Petersburg StateMechnikov  Medical Academy,RUS
5438,St. Petersburg State Medical Academy,RUS
5439,St. Petersburg State Mining Institute (Technical University),RUS
5440,St. Petersburg State Mountain Institut,RUS
5441,St. Petersburg State Pediatric Medical Academy,RUS
5442,St. Petersburg State Polytechnical University,RUS
5443,St. Petersburg State Technical University,RUS
5444,St. Petersburg State Technological University of Plant Polymers,RUS
5445,St. Petersburg State Theatre Arts Academy,RUS
5446,St. Petersburg State University,RUS
5447,St. Petersburg State University of Aerospace Instrumentation,RUS
5448,St. Petersburg State University of Architecture and Civil Engineering,RUS
5449,St. Petersburg State University of Civil Aviation,RUS
5450,St. Petersburg State University of Culture and Arts,RUS
5452,St. Petersburg State University of Economics and Finance,RUS
5454,"St. Petersburg State University of Information Technologies, Mechanics and Optics",RUS
5455,St. Petersburg State University of Technology and Design,RUS
5456,St. Petersburg State University of Telecommunication,RUS
5457,St. Petersburg State University of Waterway Communications,RUS
5458,Surgut State University,RUS
5459,Syktyvkar State University,RUS
5460,Taganrog State Pedagogical Institute,RUS
5461,Taganrog State University of Radioengineering,RUS
5462,Tambov State Technical University,RUS
5463,Timirjazev Moscow Academy of Agricultutre,RUS
5464,Togliatti State University,RUS
5465,Tomsk State Pedagogical University,RUS
5466,Tomsk State University of Architecture and Building,RUS
5467,Tomsk State University of Control Systems and Radioelectronics,RUS
5468,Tula State University,RUS
5469,Tuva State University,RUS
5470,Tver State Medical Academy,RUS
5471,Tver State Technical University,RUS
5472,Tver State University,RUS
5473,Tyumen State Agricultural Academy,RUS
5474,Tyumen State University,RUS
5475,Tyumen State University of Gas and Oil,RUS
5476,Udmurt State University,RUS
5477,Ufa State Aviation Technical University,RUS
5478,Ufa State Institute of Arts,RUS
5479,Ufa State Petroleum Technological University,RUS
5480,Ukhta State Technical University,RUS
5481,Ulyanovsk Higher School of Civil Aviation,RUS
5482,Ulyanovsk State Agricultural Academy,RUS
5483,Ulyanovsk State Pedagogical University,RUS
5484,Ulyanovsk State Technical University,RUS
5485,Ulyanovsk State University,RUS
5486,Ural Academy of Public Administration,RUS
5487,Ural Gorkij State University,RUS
5488,Ural State Academy of Architecture and Arts,RUS
5489,Ural State Academy of Law,RUS
5490,Ural State Academy of Mining and Geology,RUS
5491,Ural State Academy of Railway Transport,RUS
5492,Ural State Conservatory,RUS
5493,Ural State Forestry Technical Academy,RUS
5494,Ural State Technical University,RUS
5495,Ural State University of Economics,RUS
5496,Vaganova Academy of Russian Ballet,RUS
5497,Vladimir State University,RUS
5498,Vladivostock State University of Economics,RUS
5499,Volga State Academy of Water Transport,RUS
5500,Volgograd Medical Academy,RUS
5501,Volgograd State Academy of Physical Education,RUS
5502,Volgograd State Pedagogical University,RUS
5503,Volgograd State Technical University,RUS
5504,Volgograd State University,RUS
5505,Volgograd State University of Architecture and Civil Engineering (VolgGASU),RUS
5506,Vologda State Pedagogical University,RUS
5507,Voronezh State Academy of Technology,RUS
5508,Voronezh State Agricultural University,RUS
5509,Voronezh State Medical Academy,RUS
5510,Voronezh State Pedagogical University,RUS
5511,Voronezh State Technical University,RUS
5512,Voronezh State University,RUS
5513,Vyatka State Pedagogical University,RUS
5514,Yakutsk State University,RUS
5515,Yaroslavl International University of Business and New Technologies,RUS
5516,Yaroslavl State Medical Academy,RUS
5517,Yaroslavl State Pedagogical University,RUS
5518,Yaroslavl State Technical University,RUS
5519,Yaroslavl State Theatre Institute,RUS
5520,Yaroslavl State University,RUS
5521,Yelets State University,RUS
5522,Yugra State University,RUS
5523,Adventist University of Central Africa,RWA
5524,Higher Institute of Agriculture and Animal Husbandry,RWA
5525,Institut d'Agriculture de Technologie et d'Education de Kibungo,RWA
5526,Kigali Health Institute,RWA
5527,Kigali Independent University,RWA
5528,Kigali Institute of Education,RWA
5529,Kigali Institute of Science & Technology,RWA
5530,National University of Rwanda,RWA
5531,School of Finance and Banking,RWA
5532,Umutara Polytechnic,RWA
5533,Université Catholique de Kabgayi,RWA
5534,Al-baha University,SAU
5535,Al-Batterjee Medical College,SAU
5536,Alfaisal University,SAU
5537,Al-Imam Mohamed Ibn Saud Islamic University,SAU
5538,Aljouf University,SAU
5539,Alkharj University,SAU
5540,Al-Yamamah College,SAU
5542,Batterjee Medical College,SAU
5543,Buraydah College for Applied Medical Sciences,SAU
5544,College of Busniess Admnistration,SAU
5545,College of Nursing and Allied Health Scinces,SAU
5546,College of Technology at Abha,SAU
5547,College of Technology at Dammam,SAU
5548,College of Technology at Jazan,SAU
5549,College of Technology at Jeddah,SAU
5550,College of Technology at Kharj,SAU
5551,College of Technology at Riyadh,SAU
5552,College of Telecommunication & Information,SAU
5553,Dammam Community College,SAU
5554,Dar al Hekma College,SAU
5555,Dar Al-Uloom Colleges,SAU
5556,Effat College,SAU
5557,Fahad Bin Sultan University,SAU
5558,Ibn Sina National College for Medical Studies,SAU
5559,Institute of Public Administration,SAU
5560,Islamic University of Medinah,SAU
5561,Jazan University,SAU
5562,Jubail Industrial College,SAU
5563,Jubail University College,SAU
5564,King Abdul Aziz University,SAU
5565,King Fahad University of Petroleum and Minerals,SAU
5566,King Fahd Security College,SAU
5567,King Faisal University,SAU
5568,King Khaled University,SAU
5569,King Saud bin Abdulaziz University for Health Sciences,SAU
5570,Knowledge College for Science and Technology,SAU
5571,Knowledge International University,SAU
5572,Majmaah University,SAU
5573,Naif Arab University for Security Sciences,SAU
5574,Najran University,SAU
5575,Northern Border University,SAU
5576,Prince Mohammad Bin Fahd University,SAU
5577,Princess Nora Bint Abdulrahman University,SAU
5578,Prince Sultan College for Tourism and Hotel Scinces,SAU
5579,Prince Sultan University,SAU
5580,Private College of Dentistry and Pharmacy,SAU
5581,Qassim Private College,SAU
5582,Qassim University,SAU
5583,Riyadh College of Dentistry and Pharmacy,SAU
5584,Saad College of Nursing and Allied Health Sciences,SAU
5585,Saudi Electronic University,SAU
5586,Shaqra University,SAU
5587,Taibah University,SAU
5588,Taif University,SAU
5589,Umm Al-Qura University,SAU
5590,University of Dammam,SAU
5591,University of Hail,SAU
5592,University of Tabuk,SAU
5593,Yanbu Industrial College,SAU
5594,Yanbu Technical Institute,SAU
5595,Yanbu University College,SAU
5596,Ahfad University for Women,SDN
5597,Al Fashir University,SDN
5598,Al-Zaiem Al-Azhari University,SDN
5599,Bakht Er-Ruda University,SDN
5600,Bayan College for Science & Technology,SDN
5601,Blue Nile University,SDN
5602,Canadian Sudanese College,SDN
5603,Dalanj University,SDN
5604,Elrazi College Of Medical & Technological Sciences,SDN
5605,Gezira College of Technology,SDN
5606,High Institute for Banking & Financial Studies,SDN
5607,International University of Africa (IUA),SDN
5608,Kassala University,SDN
5609,National College for Medical and Technical Studies,SDN
5610,National Ribat University,SDN
5611,Neelain University,SDN
5612,Nile Valley University,SDN
5613,Omdurman Ahlia University,SDN
5614,Omdurman Islamic University,SDN
5615,Open University of Sudan (OUS),SDN
5616,Red Sea University,SDN
5617,Shendi University,SDN
5618,Sinnar University,SDN
5619,Sudan Academy of Sciences,SDN
5620,Sudan University for Science and Technology,SDN
5621,University of Dongola,SDN
5622,University of El Imam El Mahdi University,SDN
5623,University of Gadarif,SDN
5624,University of Gezira,SDN
5625,University of Holy Quran and Islamic Siences,SDN
5626,University of Khartoum,SDN
5627,University of Kordofan,SDN
5628,University Of Medical Sciences & Technology (UMST),SDN
5630,Upper Nile University,SDN
5631,University of Nova Gorica,SVN
5632,University of Primorska,SVN
5633,Academy of Arts in Banská Bystrica,SVK
5634,Academy of Fine Arts and Design in Bratislava,SVK
5635,Armed Forces Academy of General Milan Rastislav Štefánik,SVK
5636,Bratislava International School of Liberal Arts,SVK
5638,Catholic University in Ružomberok,SVK
5639,College in Sládkovičovo,SVK
5641,International School of Management in Prešov,SVK
5642,Janos Selye University,SVK
5643,Law University of Bratislava,SVK
5644,Matej Bel University in Banská Bystrica,SVK
5645,Pavol Jozef Safarik University in Kosice,SVK
5646,Police Academy in Bratislava,SVK
5647,School of Management,SVK
5648,Slovak Medical University,SVK
5649,Slovak University of Agriculture in Nitra,SVK
5650,St. Elizabeth’s College of Health and Social Sciences in Bratislava,SVK
5651,Technical Institute of Dubnica in Dubnica nad Váhom,SVK
5652,Technical University in Kosice,SVK
5653,Technical University in Zvolen,SVK
5654,University Konstantina Filozov in Nitra,SVK
5655,University of Alexandra Dubček in Trenčín,SVK
5656,University of Central Europe in Skalica,SVK
5657,University of Economics in Bratislava,SVK
5658,University of Performing Arts in Bratislava,SVK
5659,University of Presov,SVK
5660,University of St. Cyril and Methodius in Trnava,SVK
5662,University of Trnava,SVK
5663,University of Veterinary Medicine in Kosice,SVK
5664,University of Zilinska,SVK
5665,Fourah Bay College - University of Sierra Leone,SLE
5666,LICCSAL Business College,SLE
5667,Njala University,SLE
5668,University of Sierra Leone,SLE
5669,L'Université de l'Entreprise,SEN
5670,Université Alioune Diop de Bambey,SEN
5671,Universite Amadou Hampaté Ba,SEN
5672,Université Cheikh Anta Diop,SEN
5673,Université Dakar Bourguiba,SEN
5674,Université de Thiès,SEN
5675,Université de Ziguinchor,SEN
5676,Université du Sahel,SEN
5677,Université Euro-Afrique,SEN
5678,Université Gaston Berger Saint-Louis,SEN
5679,Amoud University,SOM
5680,Benadir University,SOM
5681,Bosaso College,SOM
5682,East Africa University Bosaso,SOM
5683,East Somalia University,SOM
5684,Eelo American University,SOM
5685,Gollis University,SOM
5686,Hiiraan University,SOM
5687,Maakhir University,SOM
5688,Mogadishu University,SOM
5689,Nugaal University,SOM
5690,Puntland State University,SOM
5691,Sanaag University of Science and Technology,SOM
5692,Somaliland University of Technology,SOM
5693,University of Burao,SOM
5694,University of Hargeisa,SOM
5695,University of Somalia,SOM
5696,Universidad Albert Einstein,SLV
5697,Universidad Autónoma de Santa Ana,SLV
5698,Universidad Capitain General Gerardo Barrios,SLV
5699,Universidad Católica de Occidente,SLV
5700,"Universidad Centroamericana ""José Simeón Canas""",SLV
5701,Universidad Cristiana de las Asambleas de Dios,SLV
5702,Universidad de El Salvador,SLV
5704,Universidad de Sonsonate,SLV
5705,Universidad Don Bosco,SLV
5706,Universidad Dr. Andreas Bello,SLV
5707,Universidad Dr. Jose Matias Delgado,SLV
5708,Universidad Evangélica de El Salvador,SLV
5709,Universidad Francisco Gavidia,SLV
5711,Universidad Luterana Salvadorena,SLV
5712,Universidad Modular Abierta,SLV
5713,Universidad Monsenor Oscar Arnulfo Romeo,SLV
