ID,university names,country code,address
5085,Instituto Politecnico do Porto,PRT,"R. Dr. Roberto Frias, 4200-465 Porto, Portugal"
5086,Instituto Superior Bissaya Barreto,PRT,NaN
5087,Instituto Superior D. Afonso III - INUAF,PRT,"8100-535 Loulé, Portugal"
5088,Instituto Superior de Assistentes e Intérpretes,PRT,NaN
5089,Instituto Superior de Ciências do Trabalho e da Empresa,PRT,"Av. das Forças Armadas, 1649-026 Lisboa, Portugal"
5090,Instituto Superior de Ciências Educativas,PRT,"R. Bento de Jesus Caraça 12, 2620-379 Ramada, Portugal"
5091,Instituto Superior de Ciências Empresariais e de Turismo,PRT,"Rua de Cedofeita 285, 4050-180 Porto, Portugal"
5092,Instituto Superior de Entre Douro e Vouga,PRT,"Instituto Superior de Entre Douro e Vouga, Santa Maria da Feira, Portugal"
5093,Instituto Superior de Gestão - ISG,PRT,"Av. Mal. Craveiro Lopes 2, 1700-097 Lisboa, Portugal"
5094,Instituto Superior de Informática e Gestão,PRT,NaN
5095,Instituto Superior de Línguas e Administração,PRT,"R. do Cabo Borges 55, 4430-646 Vila Nova de Gaia, Portugal"
5096,Instituto Superior de Paços de Brandão,PRT,"Instituto Superior de Paços de Brandão, Portugal"
5097,Instituto Superior de Psicologia Aplicada,PRT,"R. Jardim do Tabaco 34, 1100-304 Lisboa, Portugal"
5099,Instituto Superior de Tecnologias Avançadas - ISTEC,PRT,"Alameda das Linhas de Torres 179, 1750-142 Lisboa, Portugal"
5100,Instituto Superior de Transportes e Comunicações,PRT,NaN
5101,Instituto Superior Novas Profissões - INP,PRT,"376 1749 024, Campo Grande 376, 1749-024 Lisboa, Portugal"
5102,Instituto Superior Politécnico Gaya,PRT,"Av. dos Descobrimentos 333, 4400-103 Vila Nova de Gaia, Portugal"
5103,Universidade Aberta Lisboa,PRT,"R. da Escola Politécnica 147, 1269-001 Lisboa, Portugal"
5104,Universidade Atlântica,PRT,"Fábrica da Pólvora de Barcarena, 2730-036 Barcarena, Portugal"
5105,Universidade Autónoma de Lisboa Luís de Camoes,PRT,"Palácio Dos Condes Do Redondo, R. de Santa Marta 56, 1169-023 Lisboa, Portugal"
5106,Universidade Catolica Portuguesa,PRT,"R. de Diogo Botelho 1327, 4169-005 Porto, Portugal"
5107,Universidade da Beira Interior,PRT,"Universidade da Beira Interior, R. Marquês de Ávila e Bolama, 6201-001 Covilhã, Portugal"
5108,Universidade da Madeira,PRT,"Rua Dos Ferreiros 105, 9000-082 Funchal, Portugal"
5109,Universidade de Aveiro,PRT,"Campus Universitário de Santiago, 3810-193 Aveiro, Portugal"
5110,Universidade de Coimbra,PRT,"3004-531 Coimbra, Portugal"
5111,Universidade de Evora,PRT,"Largo dos Colegiais 2, 7000-812 Évora, Portugal"
5112,Universidade de Lisboa,PRT,"Cidade Universitária, Alameda da Universidade, 1649-004 Lisboa, Portugal"
5113,Universidade de Tras-os-Montes e Alto Douro,PRT,"Quinta de Prados, 5001-801 Vila Real, Portugal"
5114,Universidade do Algarve,PRT,"Estr. da Penha 139, 8005-139 Faro, Portugal"
5115,Universidade do Minho,PRT,"R. da Universidade, 4710-057 Braga, Portugal"
5116,Universidade do Porto,PRT,"Praça de Gomes Teixeira, 4099-002 Porto, Portugal"
5117,Universidade dos Acores,PRT,"Ladeira da Mãe de Deus, 9501-855 Ponta Delgada, Portugal"
5118,Universidade Fernando Pessoa,PRT,"Praça de 9 de Abril 349, 4249-004 Porto, Portugal"
5119,Universidade Independente,PRT,"Luanda, Angola"
5120,Universidade Internacional Lisboa,PRT,"R. Maria Andrade 1170, 1170-217 Lisboa, Portugal"
5121,Universidade Lusiada,PRT,"R. da Junqueira 188-198, 1349-001 Lisboa, Portugal"
5122,Universidade Lusófona de Humanidades e Technologias,PRT,"Campo Grande 376, 1749-024 Lisboa, Portugal"
5123,Universidade Moderna de Lisboa,PRT,"Av. das Forças Armadas, 1649-026 Lisboa, Portugal"
5124,Universidade Portucalense Infante D. Henrique,PRT,"R. Dr. António Bernardino de Almeida 541, 4200-072 Porto, Portugal"
5125,Universidade Tecnica de Lisboa,PRT,"Av. Rovisco Pais 1, 1049-001 Lisboa, Portugal"
5127,Universidad Autónoma de Asunción,PRY,"Jejuí 667, Asunción, Paraguay"
5128,Universidad Autónoma del Paraguay,PRY,"Colón 658 e/ Gral Diaz y Eduardo Víctor Haedo, Asunción, Paraguay"
5129,Universidad Católica Nuestra Senora de la Asunción,PRY,"Comuneros, Asunción, Paraguay"
5130,Universidad Columbia del Paraguay,PRY,"25 De Mayo, Asunción, Paraguay"
5131,Universidad Comunera,PRY,"Dr Juan Eulogio Estigarribia, Asunción, Paraguay"
5132,Universidad de la Integración de las Americas (UNIDAD),PRY,"Av Venezuela, Asunción, Paraguay"
5133,Universidad del Cono Sur de las Américas,PRY,"Avenida España 443, Asunción, Paraguay"
5135,Universidad Metropolitana de Asunción,PRY,"Rca. Dominicana 387, Asunción, Paraguay"
5136,Universidad Nacional de Asunción,PRY,"Campus Universitario, San Lorenzo, Paraguay"
5137,Universidad Nacional del Este,PRY,Paraguay
5138,Universidad Privada del Este,PRY,"Presidente Franco, Paraguay"
5139,Northwestern University In Qatar,QAT,"Education City، Al Luqta St، Ar-Rayyan, Qatar"
5140,University of Qatar,QAT,"Qatar University، Ibn Khaldoon Hall، Doha, Qatar"
5141,1 December University of Alba Iulia,ROU,"Strada Gabriel Bethlen 5, Alba Iulia 510009, Romania"
5142,Academia de Studii Economice din Bucuresti,ROU,"Piața Romană 6, București 010374, Romania"
5143,Academia Tehnica Militara,ROU,"Bulevardul George Coșbuc 39-49, București 050141, Romania"
5144,"Academy of Arts ""George Enescu"" Iasi",ROU,"Strada Cuza Vodă 29, Iași 700040, Romania"
5145,"Academy of Music ""Georghe Dima"" Cluj-Napoca",ROU,"Strada Ion I. C. Brătianu 12, Cluj-Napoca 400000, Romania"
5146,AISTEDA,ROU,"Spl. Unirii, 313, Bucuresti-Sector 3, Bucuresti, 030138, București 030167, Romania"
5147,Babes-Bolyai University of Cluj-Napoca,ROU,"Strada Iuliu Maniu 2, Cluj-Napoca 400095, Romania"
5149,Constantin Brancoveanu University Pitesti,ROU,"Calea Bascovului 2a, Pitești, Romania"
5150,Emanuel University,ROU,"Oradea, Romania"
5151,"Institute of Architecture ""Ion Mincu"" Bucharest",ROU,"Strada Academiei 18-20, București 010014, Romania"
5152,Maritime University Constanta,ROU,"Strada Mircea cel Bătrân 104, Constanța 900663, Romania"
5153,National Academy for Physical Education and Sports Bucharest,ROU,"Strada Constantin Noica 140, București 060057, Romania"
5154,National School of Political and Administrative Studies Bucharest,ROU,"Bulevardul Expoziției 30A, București 012244, Romania"
5155,National University of Arts,ROU,"Strada General Constantin Budișteanu 19, București 010773, Romania"
5156,National University of Music,ROU,"Strada Știrbei Vodă 33, București 010102, Romania"
5157,National University of Theater and Film Arts,ROU,"Budapest, Vas u. 2c, 1088 Hungary"
5158,North University of Baia Mare,ROU,"Str. Victoriei 76, Baia Mare 430122, Romania"
5159,Oradea University,ROU,"Strada Universității nr. 1, Oradea 410087, Romania"
5160,Petru Maior University of Targu Mures,ROU,"Strada Nicolae Iorga 1, Târgu Mureș 540088, Romania"
5161,Romanian-American University,ROU,"Bulevardul Expoziției 1B, București 012101, Romania"
5162,Spiru Haret University,ROU,"Strada Ion Ghica 13, București 030045, Romania"
5163,Targu-Mures University of Theatre,ROU,"Strada Köteles Sámuel 6, Târgu Mureș 540057, Romania"
5164,Technical University of Civil Engineering Bucharest,ROU,"Bulevardul Lacul Tei 124, București 020396, Romania"
5165,Technical University of Cluj-Napoca,ROU,"Strada Memorandumului 28, Cluj-Napoca 400114, Romania"
5166,Technical University of Iasi,ROU,"Bulevardul Profesor Dimitrie Mangeron 67, Iași 700050, Romania"
5167,Technical University of Timisoara,ROU,"Piața Victoriei 2, Timișoara 300006, Romania"
5168,"Universitatea de Vest ""Vasile Goldi&#351;""",ROU,NaN
5169,"University ""Aurel Vlaicu"" Arad",ROU,"Bulevardul Revoluției 77, Arad, Romania"
5170,University Lucian Blaga of Sibiu,ROU,"Bulevardul Victoriei 10, Sibiu 550024, Romania"
5171,University of Agriculture and Veterinary Medicine Bucharest,ROU,"Bulevardul Mărăști 59, București 011464, Romania"
5172,University of Agriculture and Veterinary Medicine Cluj-Napoca,ROU,"Universitatea de Stiinte Agricole si Medicina Veterinara, Calea Mănăștur 3-5, Cluj-Napoca 400372, Romania"
5173,University of Agriculture and Veterinary Medicine Iasi,ROU,"Aleea Mihail Sadoveanu nr.3, Iași 700490, Romania"
5174,University of Agriculture and Veterinary Medicine Timisoara,ROU,"Calea Aradului 119, Timișoara 300645, Romania"
5175,University of Art and Design Cluj-Napoca,ROU,"Strada Aurel Vlaicu 17-19, Cluj-Napoca 400581, Romania"
5176,University of Bacau,ROU,"Calea Mărășești 157, Bacău 600115, Romania"
5177,University of Constanta,ROU,"Bulevardul Mamaia 124, Constanța 900527, Romania"
5178,University of Constanta Medical School,ROU,"Constanța, Romania"
5179,University of Craiova,ROU,"Strada Alexandru Ioan Cuza 13, Craiova 200585, Romania"
5180,University of Galatzi,ROU,"Bulevardul Galați nr. 3, Galați 800654, Romania"
5181,University of Iasi,ROU,"Bulevardul Carol I nr. 11, Iași 700506, Romania"
5182,University of Medicine and Pharmacology of Oradea,ROU,"Strada Universității nr. 1, Oradea 410087, Romania"
5183,University of Medicine and Pharmacy of Bucharest,ROU,"Bulevardul Eroii Sanitari 8, București 050474, Romania"
5184,University of Medicine and Pharmacy of Cluj-Napoca,ROU,"Strada Victor Babeș 8, Cluj-Napoca 400000, Romania"
5185,University of Medicine and Pharmacy of Iasi,ROU,"Strada Universității 16, Iași 700115, Romania"
5186,University of Medicine and Pharmacy of Targu Mures,ROU,"Strada Gheorghe Marinescu 38, Târgu Mureș 540139, Romania"
5187,University of Medicine and Pharmacy of Timisoara,ROU,"Piața Eftimie Murgu 2, Timișoara 300041, Romania"
5188,University of Oradea,ROU,"Strada Universității nr. 1, Oradea 410087, Romania"
5189,University of Petrosani,ROU,"Strada Universităţii 4, Petroșani, Romania"
5190,University of Pitesti,ROU,"Strada Târgul din Vale 1, Pitești 110040, Romania"
5191,University of Resita,ROU,"Piața Traian Vuia 1-4, Reșița 320085, Romania"
5192,University of Sibiu,ROU,"Bulevardul Victoriei 10, Sibiu 550024, Romania"
5193,University of Suceava,ROU,"Strada Universității 13, Suceava 720229, Romania"
5194,University of Targu Jiu,ROU,"Strada Victoriei, Târgu Jiu 210007, Romania"
5195,University Oil- Gas Ploiesti,ROU,"Bulevardul București 39, Ploiești, Romania"
5196,"University ""Petre Andrei"" Iasi",ROU,"Strada Bălușescu nr. 2, Iași 700309, Romania"
5197,University Politehnica of Bucharest,ROU,"Splaiul Independenței 313, București 060042, Romania"
5198,"University ""Titu Maiorescu""",ROU,"22 Strada Dâmbovnicului Tineretului, București 040441, Romania"
5199,"University ""Transilvany"" of Brasov",ROU,NaN
5200,Valahia University of Targoviste,ROU,"Bulevardul Regele Carol I 2, Târgoviște 130024, Romania"
5201,West University of Timisoara,ROU,"Bulevardul Vasile Pârvan 4, Timișoara 300223, Romania"
5202,Drzavni Univerzitet u Novom Pazaru,SRB,"Vuka Karadžića бб, Novi Pazar 36300, Serbia"
5203,European University,SRB,"Quai du Seujet 18, 1201 Genève, Switzerland"
5204,International University of Novi Pazar,SRB,"Novi Pazar, Serbia"
5205,Megatrend University of Applied Sciences,SRB,"Maršala Tolbuhina 8, Beograd, Serbia"
5207,Privredna Akademija (Business Academy),SRB,NaN
5208,Singidunum University,SRB,"Danijelova 32, Beograd 160622, Serbia"
5209,University of Fine Arts Belgrade,SRB,"Pariska 16, Beograd 11000, Serbia"
5210,University of Kragujevac,SRB,"Jovana Cvijića бб, Kragujevac 34000, Serbia"
5211,University of Nis,SRB,"Univerzitetski trg 2, Niš 18000, Serbia"
5212,University of Novi Sad,SRB,"Dr Zorana Đinđića 1, Novi Sad 21000, Serbia"
5213,University of Priština,SRB,Prishtina
5214,Academy of Management and Entrepreneurship,RUS,"Rehoboth Office Complex, End of Anjorin Street Calvary Bus stop, Alimosho 106103, Lagos, Nigeria"
5215,Adygeja State University,RUS,"Stavropolskaya ulitsa, 149, Krasnodar, Krasnodar Krai, Russia, 350040"
5216,Altai State Medical University,RUS,"Prospekt Lenina, 40, Barnaul, Altai Krai, Russia, 656038"
5217,Altai State Technical University,RUS,"Prospekt Lenina, 46, Barnaul, Altai Krai, Russia, 656038"
5218,Altai State University,RUS,"Prospekt Lenina, 61, Barnaul, Altai Krai, Russia, 656049"
5219,Amur State University,RUS,"Ignat'yevskoye Shosse, 21, Blagoveshchensk, Amur Oblast, Russia, 675027"
5220,Arhangelsk State Technical University,RUS,"Arkhangelsk, Arkhangelsk Oblast, Russia, 163002"
5221,Astrahan State Medical Academy,RUS,"Ulitsa Bakinskaya, 121, Astrakhan, Astrakhan Oblast, Russia, 414024"
5222,Astrahan State Technical University,RUS,"Ulitsa Tatishcheva, 16, Astrakhan, Astrakhan Oblast, Russia, 414025"
5223,Astrakhan State University,RUS,"Ulitsa Tatishcheva, 20А, Astrakhan, Astrakhan Oblast, Russia, 414056"
5224,Baikal National University of Economics and Law,RUS,NaN
5225,Baltic State Technical University,RUS,"1-Ya Krasnoarmeyskaya Ulitsa, 1, St Petersburg, Russia, 190005"
5226,Bashkir State Agrarian University,RUS,"Ulitsa 50 Let Oktyabrya, 34, Ufa, Republic of Bashkortostan, Russia, 450001"
5227,Bashkir State Medical University,RUS,"Ulitsa Lenina, 3, Ufa, Republic of Bashkortostan, Russia, 450008"
5228,Bashkir State Pedagogical University named After M. Akmullah,RUS,"Ulitsa Oktyabr'skoy Revolyutsii, 3А, Ufa, Republic of Bashkortostan, Russia, 450000"
5229,Bashkir State University,RUS,"Ulitsa Zaki Validi, 32, Ufa, Republic of Bashkortostan, Russia, 450076"
5230,Belgorod State Agricultural Academy,RUS,"Ulitsa Vavilova, 1, п, Maysky, Belgorod Oblast, Russia, 308503"
5231,Belgorod State Technical University,RUS,"Ulitsa Kostyukova, 46, Belgorod, Belgorod Oblast, Russia, 308012"
5232,Belgorod State University,RUS,"Ulitsa Pobedy, 85, Belgorod, Belgorod Oblast, Russia, 308015"
5233,Birsk State Pedagogical Institute,RUS,NaN
5234,Biysk State Padagogical University after V.M. Shukshin,RUS,"ул. Короленко, 53, Biysk, Altai Krai, Russia, 659333"
5235,Bratsk State Technical University,RUS,"Ulitsa Makarenko, 40, Bratsk, Irkutsk Oblast, Russia, 665709"
5236,Brjansk State Technical University,RUS,"Khar'kovskaya Ulitsa, 10-Б, Bryansk, Bryansk Oblast, Russia, 241035"
5237,Burjat State University,RUS,"Ulitsa Smolina, 24а, Ulan-Ude, Buryatia, Russia, 670000"
5238,Cheljabinsk State Institute of Teacher Training,RUS,NaN
5239,Cheljabinsk State University,RUS,"Ulitsa Brat'yev Kashirinykh, 129, Chelyabinsk, Chelyabinsk Oblast, Russia, 454001"
5240,Cheljabinsk University of Agricultural Engineering,RUS,NaN
5241,Chuvash State University,RUS,"Московский проспект 45 Чебоксары Чувашская - Чувашия Републиц, Cheboksary, Chuvashia Republic, Russia, 428017"
5242,Dagestan State University,RUS,"Ulitsa Atayeva, 5, Makhachkala, Republic of Dagestan, Russia, 367008"
5243,Don State Agrarian University,RUS,NaN
5244,Don State Technical University,RUS,"Ploshchad' Gagarina, 1, Rostov-on-Don, Rostov Oblast, Russia, 344002"
5245,"Dubna International University for Nature, Society and Man",RUS,"Ulitsa Universitetskaya, 19, Dubna, Moscow Oblast, Russia, 141982"
5246,East-Siberian State Institute of Culture,RUS,"Ulitsa Tereshkovoy, 1, Ulan-Ude, Buryatia, Russia, 670031"
5247,East-Siberian State University,RUS,"улица Ключевская 40B, стр. 1, Ulan-Ude, Buryatia, Russia, 670033"
5248,East-Siberian State University of Technology,RUS,"улица Ключевская 40B, стр. 1, Ulan-Ude, Buryatia, Russia, 670033"
5249,European University at St.Petersburg,RUS,"Shpalernaya Ulitsa, 1, St Petersburg, Russia, 191187"
5250,Far Easten State University of Humanities,RUS,NaN
5251,Far Eastern State Technical Fisheries University,RUS,"Svetlanskaya St, 25, Vladivostok, Primorsky Krai, Russia, 690091"
5252,Far Eastern State Technical University,RUS,"Svetlanskaya St, 25, Vladivostok, Primorsky Krai, Russia, 690091"
5253,Far Eastern State University,RUS,"Svetlanskaya St, 25, Vladivostok, Primorsky Krai, Russia, 690091"
5254,Far East State Transport University,RUS,"Ulitsa Serysheva, 47, Khabarovsk, Khabarovsk Krai, Russia, 680000"
5255,Finance Academy,RUS,"The Workspace, Career Builders Academy,, 47, Iwaya road, Onike, Lagos mainland, Nigeria"
5256,Gnesins Russian Academy of Music,RUS,"Povarskaya St, 30/36, Moscow, Russia, 121069"
5257,Gorno-Altaisk State University,RUS,"Ulitsa Lenkina, 1, Gorno-Altaysk, Altai Republic, Russia, 649000"
5258,Gubkin Russian State University of Oil and Gas,RUS,"Leninskiy Prospekt, 65, Moscow, Russia, 119991"
5259,Herzen State Pedagogical University of Russia,RUS,"embankment river Moyka, 48, St Petersburg, Russia, 191186"
5260,Immanuel Kant State University of Russia,RUS,"Ulitsa Aleksandra Nevskogo, 14, Kaliningrad, Kaliningrad Oblast, Russia, 236041"
5261,I.M. Sechenov Moscow Medical Academy,RUS,"Bol'shaya Pirogovskaya Ulitsa, 19с1, Moscow, Russia, 119146"
5262,Institute for the Economy in Transition,RUS,NaN
5263,Institute of Business and Politics,RUS,NaN
5264,Institute of Management and Economy,RUS,NaN
5265,International Banking Institute - St. Petersburg,RUS,"Nevsky Ave, 60, St Petersburg, Russia, 191011"
5266,International East-European University,RUS,"4 SHATILI STR, 0178 TBILISI, GEORGIA, 4 შატილის ქუჩა, Tbilisi 0178, Georgia"
5267,International University of Engineering - Moscow,RUS,"prospekti Vernadskogo, 76, Moscow, Russia, 119454"
5268,International University of Fundamental Studies - St. Petersburg,RUS,"Kirovogradskaya Ulitsa, 42, корп. 3, Moscow, Russia, 117534"
5269,Irkutsk State Academy of Economics,RUS,"Karl Marx St, 1, Irkutsk, Irkutsk Oblast, Russia, 664003"
5270,Irkutsk State Technical University,RUS,"Ulitsa Lermontova, 83, Irkutsk, Irkutsk Oblast, Russia, 664074"
5271,Irkutsk State University,RUS,"Karl Marx St, 1, Irkutsk, Irkutsk Oblast, Russia, 664003"
5272,Ivanovo State Academy of Medicine,RUS,"Шереметевский просп, 8, Ivanovo, Ivanovo Oblast, Russia, 153012"
5273,Ivanovo State Power University,RUS,"Rabfakovskaya Ulitsa, 34, Ivanovo, Ivanovo Oblast, Russia, 153003"
5274,Ivanovo State Textile Academy,RUS,"Prospekt Sheremetevskiy, 21, Ivanovo, Ivanovo Oblast, Russia, 153000"
5275,Ivanovo State University,RUS,"Ulitsa Yermaka, 39, Ivanovo, Ivanovo Oblast, Russia, 153025"
5276,Ivanovo State University of Chemistry and Technology,RUS,"Prospekt Sheremetevskiy, 7, Ivanovo, Ivanovo Oblast, Russia, 153000"
5277,Izhevsk State Technical University,RUS,"Studencheskaya Ulitsa, 7, Izhevsk, Udmurtskaja Respublika, Russia, 426069"
5278,Jewish University in Moscow,RUS,NaN
5279,Kabardino-Balkarian State University,RUS,"Ulitsa Chernyshevskogo, 173, Nalchik, Kabardino-Balkaria, Russia, 360004"
5280,Kaliningrad State Technical University,RUS,"Sovetskiy Prospekt, 1, Kaliningrad, Kaliningrad Oblast, Russia, 236022"
5281,Kalmyk State University,RUS,"Ulitsa Pushkina, 11, Elista, Kalmykia, Russia, 358000"
5282,Kaluga State Pedagogical University,RUS,"Ulitsa Stepana Razina, 26, Kaluga, Kaluga Oblast, Russia, 248023"
5283,Kamchatka State University Vitus Bering,RUS,"Учебный корпус №2, Ulitsa Leninskaya, 69, Petropavlovsk-Kamchatskiy, Kamchatka Krai, Russia, 683000"
5284,Karelian State Pedagogical University,RUS,"Ulitsa Pushkinskaya, 17, Petrozavodsk, Карелия Респ., Russia, 185035"
5285,Kazan State Academy of Architecture and Civil Engineering,RUS,"Zelenaya Ulitsa, 1, Kazan, Tatarstan, Russia, 420043"
5286,Kazan State Finance and Economics Institute,RUS,"Ulitsa Butlerova, 4, Kazan, Tatarstan, Russia, 420012"
5287,Kazan State Music Conservatory,RUS,"ул. Большая Красная, 38, Kazan, Tatarstan, Russia, 420111"
5288,Kazan State Pedagogical University,RUS,"Kazan, Tatarstan, Russia, 420066"
5289,Kazan State University,RUS,"Kremlyovskaya St, 18, Kazan, Tatarstan, Russia, 420008"
5290,Kazan State University of Medicine,RUS,"Ulitsa Butlerova, 49, Kazan, Tatarstan, Russia, 420012"
5291,Kazan State University of Technology,RUS,"Ulitsa Karla Marksa, 68, Kazan, Tatarstan, Russia, 420015"
5292,Kemerovo State University,RUS,"Krasnaya Ulitsa, 6, Kemerovo, Kemerovo Oblast, Russia, 650000"
5293,Khabarovsk State Academy of Economics and Law,RUS,"Ulitsa Tikhookeanskaya, 134, Khabarovsk, Khabarovsk Krai, Russia, 680042"
5294,Khabarovsk State University of Technology,RUS,"Ulitsa Tikhookeanskaya, 134, Khabarovsk, Khabarovsk Krai, Russia, 680042"
5295,Komsomolsk-on-Amur State Technical University,RUS,"Prospekt Lenina, 27, Komsomolsk-on-Amur, Khabarovsk Krai, Russia, 681013"
5296,Kostroma State Technological University,RUS,"Lesnaya Ulitsa, 5, Корпус Ж, Kostroma, Kostroma Oblast, Russia, 156005"
5297,Krasnoyarsk State Technical University,RUS,"Mira Ave, 82, Krasnoyarsk, Krasnoyarsk Krai, Russia, 660049"
5298,Kuban State University,RUS,"Stavropolskaya ulitsa, 149, Krasnodar, Krasnodar Krai, Russia, 350040"
5299,Kuban State University of Agriculture,RUS,"Stavropolskaya ulitsa, 149, Krasnodar, Krasnodar Krai, Russia, 350040"
5300,Kuban State University of Technology,RUS,"Moskovskaya Ulitsa, 2, Krasnodar, Krasnodar Krai, Russia, 350042"
5301,Kurgan International University,RUS,NaN
5302,Kursk State Medical University,RUS,"Ulitsa Karla Marksa, д.3, Kursk, Kursk Oblast, Russia, 305000"
5303,Kursk State Technical University,RUS,"50 Let Oktyabrya Ulitsa, 94, Kursk, Kursk Oblast, Russia, 305040"
5304,Kursk State University,RUS,"Ulitsa Kirova, 5, Kursk, Kursk Oblast, Russia, 305000"
5305,Kuzbass State Technical University,RUS,"Vesennyaya Ulitsa, 28, Kemerovo, Kemerovo Oblast, Russia, 650000"
5306,Linguistic University of Nizhny Novgorod,RUS,"Minin St, 31А, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603155"
5307,Lipeck State Technical University,RUS,"Ulitsa Internatsional'naya, 5а, Lipetsk, Lipetsk Oblast, Russia, 398050"
5308,Magnitogorsk State University,RUS,"Prospekt Lenina, 38, Magnitogorsk, Chelyabinsk Oblast, Russia, 455000"
5309,Marij State Technical University,RUS,"Ploshchad' Lenina, 3, Yoshkar-Ola, Mari El Republic, Russia, 424000"
5310,Marij State University,RUS,NaN
5311,Maxim Gorky Institute of Literature,RUS,"Tverskoy Blvd, 25, Moscow, Russia, 123104"
5312,Mendeleev Russian University of Chemical Technology,RUS,"Miusskaya Ploshchad', 9, Moscow, Russia, 125047"
5313,Modern Institute of Managament,RUS,"1186,Shivaji Nagar,Near Modern High School, Modern Engineering College Road, Shivajinagar, Pune, Maharashtra 411005, India"
5314,Modern University for the Humanities,RUS,"Kozhevnicheskaya Ulitsa, 3, Moscow, Russia, 115114"
5315,Mordovian State University,RUS,"Bol'shevistskaya Ulitsa, 68, Saransk, Mordovia, Russia, 430005"
5316,Moscow External University of the Humanities,RUS,"Moscow, Russia"
5317,Moscow International Higher Business School (MIRBIS),RUS,"Marksistskaya St, 34, корпус 7, Moscow, Russia, 109147"
5318,Moscow P. I. Tchaikovsky Conservatory,RUS,"Bol'shaya Nikitskaya Ulitsa, 13/6, Moscow, Russia, 125009"
5319,Moscow Power Engineering Institute (Technical University),RUS,"Krasnokazarmennaya Ulitsa, 14, Moscow, Russia, 111250"
5320,Moscow State Academy of Applied Biotechnology,RUS,NaN
5321,Moscow State Automobile and Road Technical University,RUS,"Leningradsky Ave, 64, Moscow, Russia, 125319"
5322,Moscow State Industrial University,RUS,"Ulitsa Dzhona Rida, 12к2, 2 этаж, Astrakhan, Astrakhan Oblast, Russia, 414000"
5323,Moscow State Institute of International Relations MFA Russia (MGIMO-University),RUS,"prospekti Vernadskogo, 76, Moscow, Russia, 119454"
5324,Moscow State Institute of Radiotechnics,RUS,"Проспекте Вернадского, 78, Moscow, Russia, 119454"
5325,Moscow State Institute of Steel and Alloys,RUS,"Leninskiy Prospekt, 4, Moscow, Russia, 119049"
5326,Moscow State Technical University of Civil Aviation,RUS,"Kronshtadtskiy Bul'var, 20, Moscow, Russia, 125493"
5327,Moscow State Textile University A.N. Kosygin,RUS,"Malaya Kaluzhskaya Ulitsa, Moscow, Russia, 119071"
5330,Moscow State University of Civil Engineering,RUS,"Yaroslavskoye Shosse, 26, Moscow, Russia, 129337"
5331,Moscow State University of Commerce,RUS,"ul. Leninskiye Gory, 1, Moscow, Russia, 119991"
5332,Moscow State University of Culture,RUS,"Bibliotechnaya Ulitsa, д.7, Khimki, Moscow Oblast, Russia, 141406"
5333,Moscow State University of Ecological Engineering,RUS,"Staraya Basmannaya Ulitsa, 21/4, Moscow, Russia, 105066"
5334,"Moscow State University of Economics, Statistics and Informatics",RUS,NaN
5335,Moscow State University of Environmental Engineering,RUS,"Ulitsa Pryanishnikova, 19, Moscow, Russia, 127550"
5336,Moscow State University of Forestry Engineering,RUS,"1-Ya Institutskaya Ulitsa, 1, Mytishchi, Moscow Oblast, Russia, 141005"
5337,Moscow State University of Geodesy and Cartography,RUS,"Gorokhovskiy Pereulok, 4, Moscow, Russia, 105064"
5338,Moscow State University of Railway Transport,RUS,"Minayevskiy Pereulok, 2, Moscow, Russia, 127055"
5339,Moscow State University of Technology (Stankin),RUS,"Vadkovskiy Pereulok, 1, Moscow, Russia, 127055"
5340,Moscow Technical University of Informatics and Communication,RUS,"Улица Народного Ополчения, 32, Moscow, Северо-Западный Административный Округ, Russia, 123423"
5341,Moscow University Touro,RUS,"Podsosenskiy Pereulok, 20, стр. 1, Moscow, Московская обл., Russia, 109028"
5342,Murmansk State Technical University,RUS,"Sportivnaya Ulitsa, 13, Murmansk, Murmansk Oblast, Russia, 183010"
5343,National Research University of Electronic Technology,RUS,"Ploshchad' Shokina, 1, Zelenograd, Moscow, Russia, 124498"
5344,Nayanova University,RUS,"Samara, Samara Oblast, Russia, 443010"
5345,Nevsky Institute of Language and Culture,RUS,"Chkalovskiy Prospekt, 15литА, St Petersburg, Russia, 197136"
5346,New Economic School,RUS,"Сколковское ш., д.45, Moscow, Russia, 121353"
5347,"NGO Vladikavkaz Institute of Economics, Management, and Law",RUS,NaN
5348,Nizhny Novgorod State Academy of Medicine,RUS,"Minin and Pozharsky Square, 10/1, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603005"
5349,Nizhny Novgorod State Architectural - Building University,RUS,"Ulitsa Il'inskaya, 65, корп. 1, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603000"
5350,Nizhny Novgorod State Technical University,RUS,"Minina St, 24, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603155"
5351,Nizhny Novgorod State University,RUS,"Prospekt Gagarina, 23, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia, 603022"
5352,Northern State Medical University,RUS,"Prospekt Troitskiy, 51, Arkhangelsk, Arkhangelsk Oblast, Russia, 163000"
5353,North Ossetian State University,RUS,"Ulitsa Vatutina, 44-46, Vladikavkaz, North Ossetia–Alania, Russia, 362025"
5354,North-West State Technical University,RUS,NaN
